analysis_neighborhood,year,total_crime,violent_crime,property_crime,total_units,median_value,parcel_count,pct_residential,log_median_value,density,population,pop_white,pop_hispanic,pop_black,pop_asian,median_hh_income,log_income,crime_rate,violent_rate,property_rate,pct_white,pct_hispanic,pct_black,pct_asian,in_hospitality_zone
Portola,2018,1522,127,825,4247.0,386172.5,3852.0,0.9670301142263759,12.864039439812549,1.1025441329179646,15558.0,10770.0,79124.0,2474.0,46197.0,,,97.82748425247462,8.163002956678236,53.02738141149248,0.6922483609718473,5.085743668852038,0.15901786862064532,2.9693405322020827,0
Portola,2019,1517,154,869,4249.0,403751.5,3852.0,0.9667705088265836,12.90855486868238,1.1030633437175492,15558.0,10770.0,79124.0,2474.0,46197.0,,,97.50610618331406,9.898444530145262,55.855508420105416,0.6922483609718473,5.085743668852038,0.15901786862064532,2.9693405322020827,0
Portola,2020,1390,133,786,4249.0,421592.0,3853.0,0.9665195951206852,12.951793300697187,1.1027770568388269,15558.0,10770.0,79124.0,2474.0,46197.0,,,89.34310322663582,8.548656639670908,50.52063247204011,0.6922483609718473,5.085743668852038,0.15901786862064532,2.9693405322020827,0
Portola,2021,1497,138,818,4250.0,435091.0,3853.0,0.9665195951206852,12.983310483594813,1.1030365948611471,15558.0,10770.0,79124.0,2474.0,46197.0,,,96.22059390667181,8.87003470883147,52.57745211466769,0.6922483609718473,5.085743668852038,0.15901786862064532,2.9693405322020827,0
Portola,2022,1430,147,847,4252.0,456567.0,3853.0,0.9665195951206852,13.031490737141416,1.1035556709057877,15558.0,10770.0,79124.0,2474.0,46197.0,,,91.91412777992029,9.448515233320478,54.44144491579895,0.6922483609718473,5.085743668852038,0.15901786862064532,2.9693405322020827,0
Portola,2023,1672,152,1026,4287.0,481584.0,3905.0,0.9677336747759283,13.084835949833504,1.0978233034571063,15558.0,10770.0,79124.0,2474.0,46197.0,,,107.46882632729142,9.769893302481039,65.94677979174702,0.6922483609718473,5.085743668852038,0.15901786862064532,2.9693405322020827,0
Potrero Hill,2018,2470,170,1442,5270.0,698262.0,4707.0,0.92861695347355,13.456349669481446,1.1196090928404503,15463.0,39164.0,73327.0,1600.0,17194.0,186318.0,12.135210170279915,159.73614434456445,10.99398564314816,93.25486645540968,2.532755610166203,4.742094030912501,0.10347280605315916,1.1119446420487615,0
Potrero Hill,2019,2262,163,1349,5260.0,736306.0,4789.0,0.9319273334725412,13.509401072175976,1.098350386301942,15463.0,39164.0,73327.0,1600.0,17194.0,203158.0,12.221739280409153,146.28467955765376,10.54129211666559,87.24050960356982,2.532755610166203,4.742094030912501,0.10347280605315916,1.1119446420487615,0
Potrero Hill,2020,2325,199,1435,5249.0,775235.0,4839.0,0.9311841289522629,13.560921488178282,1.084728249638355,15463.0,39164.0,73327.0,1600.0,17194.0,218114.0,12.292773140867777,150.3589212959969,12.86943025286167,92.80217292892712,2.532755610166203,4.742094030912501,0.10347280605315916,1.1119446420487615,0
Potrero Hill,2021,2262,166,1402,5465.0,775037.0,5064.0,0.9356240126382307,13.560666049131358,1.0791864139020537,15463.0,39164.0,73327.0,1600.0,17194.0,227782.0,12.336144310191937,146.28467955765376,10.735303628015263,90.6680463040807,2.532755610166203,4.742094030912501,0.10347280605315916,1.1119446420487615,0
Potrero Hill,2022,2144,158,1338,5881.0,846136.5,5066.0,0.9376233714962495,13.64843597309098,1.1608764311093565,15463.0,39164.0,73327.0,1600.0,17194.0,239625.0,12.386830480347946,138.65356011123325,10.217939597749467,86.52913406195434,2.532755610166203,4.742094030912501,0.10347280605315916,1.1119446420487615,0
Potrero Hill,2023,1846,155,1103,6165.0,883689.0,5079.0,0.9373892498523332,13.69186046976539,1.2138216184288246,15463.0,39164.0,73327.0,1600.0,17194.0,243007.0,12.400845528492146,119.38174998383238,10.023928086399794,71.33156567289659,2.532755610166203,4.742094030912501,0.10347280605315916,1.1119446420487615,0
Presidio,2018,240,16,111,31.0,3283890.0,29.0,0.896551724137931,15.004539253256555,1.0689655172413792,3808.0,11949.0,13407.0,0.0,1458.0,,,63.02521008403361,4.201680672268908,29.149159663865547,3.1378676470588234,3.5207457983193278,0.0,0.38287815126050423,0
Presidio,2019,222,18,124,31.0,3349877.0,29.0,0.896551724137931,15.024434186709275,1.0689655172413792,3808.0,11949.0,13407.0,0.0,1458.0,,,58.29831932773109,4.726890756302521,32.563025210084035,3.1378676470588234,3.5207457983193278,0.0,0.38287815126050423,0
Presidio,2020,108,13,55,31.0,3546843.0,29.0,0.896551724137931,15.081568470018874,1.0689655172413792,3808.0,11949.0,13407.0,0.0,1458.0,,,28.361344537815125,3.4138655462184873,14.44327731092437,3.1378676470588234,3.5207457983193278,0.0,0.38287815126050423,0
Presidio,2021,131,5,79,31.0,3583587.0,29.0,0.896551724137931,15.091874812061967,1.0689655172413792,3808.0,11949.0,13407.0,0.0,1458.0,,,34.40126050420168,1.3130252100840336,20.74579831932773,3.1378676470588234,3.5207457983193278,0.0,0.38287815126050423,0
Presidio,2022,102,1,66,31.0,3655258.0,29.0,0.896551724137931,15.111677236910078,1.0689655172413792,3808.0,11949.0,13407.0,0.0,1458.0,,,26.785714285714285,0.26260504201680673,17.331932773109244,3.1378676470588234,3.5207457983193278,0.0,0.38287815126050423,0
Presidio,2023,94,3,65,31.0,4125646.0,29.0,0.896551724137931,15.232733171550075,1.0689655172413792,3808.0,11949.0,13407.0,0.0,1458.0,,,24.68487394957983,0.7878151260504201,17.069327731092436,3.1378676470588234,3.5207457983193278,0.0,0.38287815126050423,0
Presidio Heights,2018,812,39,457,5117.0,1114594.0,2645.0,0.9466918714555765,13.924000771006009,1.934593572778828,9942.0,33160.0,48504.0,0.0,10792.0,,,81.67370750352042,3.922751961375981,45.96660631663649,3.335345001005834,4.87869643934822,0.0,1.0854958760812714,0
Presidio Heights,2019,816,40,503,5101.0,1183623.5,2656.0,0.9461596385542169,13.984091053991726,1.9205572289156627,9942.0,33160.0,48504.0,0.0,10792.0,,,82.07604103802052,4.023335345001006,50.59344196338765,3.335345001005834,4.87869643934822,0.0,1.0854958760812714,0
Presidio Heights,2020,916,36,606,5095.0,1253989.5,2660.0,0.9462406015037594,14.041840626934206,1.9154135338345866,9942.0,33160.0,48504.0,0.0,10792.0,,,92.13437940052303,3.621001810500905,60.95353047676524,3.335345001005834,4.87869643934822,0.0,1.0854958760812714,0
Presidio Heights,2021,819,29,534,5085.0,1285032.0,2667.0,0.9463817022872141,14.066294178725125,1.9066366704161979,9942.0,33160.0,48504.0,0.0,10792.0,,,82.3777911888956,2.9169181251257292,53.71152685576343,3.335345001005834,4.87869643934822,0.0,1.0854958760812714,0
Presidio Heights,2022,776,52,481,5083.0,1364048.0,2673.0,0.9461279461279462,14.125967307382204,1.901608679386457,9942.0,33160.0,48504.0,0.0,10792.0,,,78.05270569301952,5.230335948501308,48.380607523637096,3.335345001005834,4.87869643934822,0.0,1.0854958760812714,0
Presidio Heights,2023,909,42,632,5079.0,1438094.0,2674.0,0.9465220643231115,14.178829183694152,1.8994016454749438,9942.0,33160.0,48504.0,0.0,10792.0,,,91.43029571514785,4.224502112251057,63.5686984510159,3.335345001005834,4.87869643934822,0.0,1.0854958760812714,0
Russian Hill,2018,3373,107,2393,11782.0,442008.0,6038.0,0.6578337197747599,12.999083260443552,1.9513083802583637,16879.0,55246.0,86998.0,535.0,21640.0,67377.0,11.118058992371832,199.8341133953433,6.339238106522899,141.77380176550744,3.2730612003080752,5.154215297114758,0.03169619053261449,1.2820664731322946,0
Russian Hill,2019,3160,122,2147,10743.0,797699.0,4695.0,0.8502662406815762,13.589486612294323,2.2881789137380193,16879.0,55246.0,86998.0,535.0,21640.0,62414.0,11.041544888167167,187.21488239824635,7.22791634575508,127.19947864209965,3.2730612003080752,5.154215297114758,0.03169619053261449,1.2820664731322946,0
Russian Hill,2020,2514,103,1666,10736.0,847575.0,4700.0,0.8502127659574468,13.650134609896462,2.284255319148936,16879.0,55246.0,86998.0,535.0,21640.0,73656.0,11.207160884967681,148.9424728953137,6.102257242727649,98.70252977072101,3.2730612003080752,5.154215297114758,0.03169619053261449,1.2820664731322946,0
Russian Hill,2021,3556,165,2486,10538.0,865838.0,4699.0,0.8503937007874016,13.671453103070768,2.2426048095339435,16879.0,55246.0,86998.0,535.0,21640.0,78661.0,11.272902758846767,210.67598791397597,9.775460631554001,147.28360684874698,3.2730612003080752,5.154215297114758,0.03169619053261449,1.2820664731322946,0
Russian Hill,2022,3230,130,2310,10499.0,915941.5,4710.0,0.851380042462845,13.727707776988014,2.229087048832272,16879.0,55246.0,86998.0,535.0,21640.0,83816.0,11.3363791990328,191.36204751466317,7.701878073345577,136.85644884175602,3.2730612003080752,5.154215297114758,0.03169619053261449,1.2820664731322946,0
Russian Hill,2023,3052,112,2160,10519.0,957050.5,4718.0,0.8516320474777448,13.771611438112863,2.229546417973718,16879.0,55246.0,86998.0,535.0,21640.0,105018.27086075283,11.561889622199637,180.81639907577463,6.635464186266959,127.96966644943423,3.2730612003080752,5.154215297114758,0.03169619053261449,1.2820664731322946,0
Seacliff,2018,150,10,88,953.0,1276896.0,873.0,0.983963344788087,14.059942690821133,1.0916380297823596,2419.0,7558.0,10469.0,0.0,2749.0,,,62.00909466721786,4.13393964448119,36.37866887143448,3.124431583298884,4.327821413807358,0.0,1.1364200082678793,0
Seacliff,2019,161,6,93,951.0,1306647.0,874.0,0.9839816933638444,14.08297487196486,1.0881006864988558,2419.0,7558.0,10469.0,0.0,2749.0,,,66.55642827614716,2.4803637866887143,38.44563869367507,3.124431583298884,4.327821413807358,0.0,1.1364200082678793,0
Seacliff,2020,181,7,131,949.0,1381765.0,874.0,0.9839816933638444,14.138872225435392,1.085812356979405,2419.0,7558.0,10469.0,0.0,2749.0,,,74.82430756510955,2.8937577511368335,54.154609342703594,3.124431583298884,4.327821413807358,0.0,1.1364200082678793,0
Seacliff,2021,242,12,157,949.0,1458898.0,874.0,0.9839816933638444,14.193191914163167,1.085812356979405,2419.0,7558.0,10469.0,0.0,2749.0,,,100.04133939644481,4.9607275733774285,64.9028524183547,3.124431583298884,4.327821413807358,0.0,1.1364200082678793,0
Seacliff,2022,200,4,134,952.0,1553424.0,874.0,0.9851258581235698,14.255972084829022,1.0892448512585813,2419.0,7558.0,10469.0,0.0,2749.0,,,82.67879288962381,1.6535758577924762,55.39479123604795,3.124431583298884,4.327821413807358,0.0,1.1364200082678793,0
Seacliff,2023,150,1,102,952.0,1709162.5,874.0,0.9851258581235698,14.351514042422389,1.0892448512585813,2419.0,7558.0,10469.0,0.0,2749.0,,,62.00909466721786,0.41339396444811904,42.16618437370814,3.124431583298884,4.327821413807358,0.0,1.1364200082678793,0
South Of Market,2018,13378,1289,5876,11272.0,698595.0,5493.0,0.7609685053704716,13.45682645415777,2.052066266156927,24698.0,34755.0,121581.0,10808.0,51327.0,64459.74736657304,11.073796236133903,541.6632925742974,52.19046076605393,237.91400113369505,1.4071989634788242,4.92270629200745,0.4376062839096283,2.0781844683780064,1
South Of Market,2019,12208,1312,4993,11278.0,717533.0,5687.0,0.7714084754703711,13.483574218589625,1.9831193951116581,24698.0,34755.0,121581.0,10808.0,51327.0,78247.9511213341,11.26763792430668,494.29103571139365,53.12171025994008,202.16211839015304,1.4071989634788242,4.92270629200745,0.4376062839096283,2.0781844683780064,1
South Of Market,2020,8982,1053,3743,11127.0,768482.0,5671.0,0.7734085699171221,13.552172419435344,1.962087815200141,24698.0,34755.0,121581.0,10808.0,51327.0,68558.2972972973,11.135439717742978,363.6731719167544,42.635031176613495,151.55073285286258,1.4071989634788242,4.92270629200745,0.4376062839096283,2.0781844683780064,1
South Of Market,2021,9636,983,4379,10702.0,773793.0,5662.0,0.7749911691981632,13.559059674942446,1.8901448251501236,24698.0,34755.0,121581.0,10808.0,51327.0,71739.2416,11.18079317952217,390.1530488298648,39.800793586525224,177.30180581423596,1.4071989634788242,4.92270629200745,0.4376062839096283,2.0781844683780064,1
South Of Market,2022,11935,1220,5339,11232.0,780000.0,5740.0,0.7729965156794425,13.567049198665774,1.956794425087108,24698.0,34755.0,121581.0,10808.0,51327.0,73815.83009537266,11.20932848752404,483.2375091100494,49.3967122843955,216.17134990687507,1.4071989634788242,4.92270629200745,0.4376062839096283,2.0781844683780064,1
South Of Market,2023,11451,1263,4178,12169.0,789990.0,5861.0,0.7819484729568333,13.57977556613524,2.076266848660638,24698.0,34755.0,121581.0,10808.0,51327.0,92094.29762949956,11.43056830533744,463.6407806300105,51.13774394687829,169.16349501983964,1.4071989634788242,4.92270629200745,0.4376062839096283,2.0781844683780064,1
Sunset/Parkside,2018,4125,352,1870,26988.0,450390.0,22555.0,0.9797384172023942,13.01786915307446,1.1965417867435157,75455.0,123541.0,396033.0,5392.0,210080.0,,,54.66834537141343,4.665032138360613,24.782983235040753,1.6372804983102511,5.24859850241866,0.07145981048306937,2.7841759989397654,0
Sunset/Parkside,2019,3649,271,1877,26995.0,471118.0,22555.0,0.9797827532697849,13.06286387240652,1.1968521392152516,75455.0,123541.0,396033.0,5392.0,210080.0,,,48.3599496388576,3.591544629249221,24.875753760519515,1.6372804983102511,5.24859850241866,0.07145981048306937,2.7841759989397654,0
Sunset/Parkside,2020,3373,261,1922,27000.0,492142.0,22555.0,0.9797384172023942,13.106522571718495,1.1970738195522057,75455.0,123541.0,396033.0,5392.0,210080.0,,,44.70214034855212,3.459015307136704,25.472135710025842,1.6372804983102511,5.24859850241866,0.07145981048306937,2.7841759989397654,0
Sunset/Parkside,2021,3459,290,1945,27007.0,506122.0,22611.0,0.9797443722082172,13.134533025927416,1.1944186457918713,75455.0,123541.0,396033.0,5392.0,210080.0,,,45.84189251871977,3.8433503412630046,25.776953150884633,1.6372804983102511,5.24859850241866,0.07145981048306937,2.7841759989397654,0
Sunset/Parkside,2022,3859,287,2311,27063.0,531808.0,22612.0,0.979922165222006,13.18403780092725,1.1968423845745622,75455.0,123541.0,396033.0,5392.0,210080.0,,,51.14306540322047,3.803591544629249,30.62752634020277,1.6372804983102511,5.24859850241866,0.07145981048306937,2.7841759989397654,0
Sunset/Parkside,2023,3726,249,2290,27057.0,558451.0,22599.0,0.9805301119518562,13.232922158637976,1.197265365724147,75455.0,123541.0,396033.0,5392.0,210080.0,,,49.38042541912398,3.2999801206016834,30.349214763766483,1.6372804983102511,5.24859850241866,0.07145981048306937,2.7841759989397654,0
Tenderloin,2018,13726,1514,4752,24017.0,611467.0,1639.0,0.6931055521659548,13.323616266994948,14.653447223917022,32009.0,47905.0,150969.0,13645.0,47300.0,111873.64313160424,11.625125327071018,428.81689524821144,47.2991971008154,148.45824611827925,1.4966103283451528,4.716454747102378,0.42628635696210443,1.477709394232872,1
Tenderloin,2019,13421,1515,4884,24754.0,632401.0,1633.0,0.6932026944274342,13.357278965593876,15.158603796693203,32009.0,47905.0,150969.0,13645.0,47300.0,126968.71251045524,11.751695976904173,419.2883251585491,47.330438314224125,152.58208628823144,1.4966103283451528,4.716454747102378,0.42628635696210443,1.477709394232872,1
Tenderloin,2020,10670,1263,3541,24641.0,677822.0,1677.0,0.6994633273703041,13.426639995580539,14.693500298151461,32009.0,47905.0,150969.0,13645.0,47300.0,205750.0,12.234417118539316,333.34374707113625,39.45765253522446,110.62513668030867,1.4966103283451528,4.716454747102378,0.42628635696210443,1.477709394232872,1
Tenderloin,2021,10536,1457,3370,24134.0,681992.5,1666.0,0.7040816326530612,13.432773939697682,14.486194477791116,32009.0,47905.0,150969.0,13645.0,47300.0,216689.0,12.286218424814725,329.15742447436656,45.51844793651785,105.28288918741605,1.4966103283451528,4.716454747102378,0.42628635696210443,1.477709394232872,1
Tenderloin,2022,12726,1707,3892,24048.0,586248.0,1978.0,0.7421638018200202,13.281498187222947,12.157735085945399,32009.0,47905.0,150969.0,13645.0,47300.0,236158.0,12.372256351523696,397.5756818394827,53.32875128870005,121.59080258677247,1.4966103283451528,4.716454747102378,0.42628635696210443,1.477709394232872,1
Tenderloin,2023,13420,1635,3726,24244.0,699682.0,1972.0,0.744421906693712,13.45838122509224,12.294117647058824,32009.0,47905.0,150969.0,13645.0,47300.0,250001.0,12.429220196836383,419.25708394514044,51.079383923271585,116.4047611609235,1.4966103283451528,4.716454747102378,0.42628635696210443,1.477709394232872,1
Treasure Island,2019,399,43,169,0.0,965008.5,14.0,0.0,13.779892188572486,0.0,2829.0,4697.0,12298.0,2992.0,310.0,,,141.03923647932132,15.19971721456345,59.73842347119123,1.6603039943442912,4.347119123365147,1.057617532697066,0.10957935666313184,0
Treasure Island,2020,415,56,194,0.0,984307.0,14.0,0.0,13.799693119244967,0.0,2829.0,4697.0,12298.0,2992.0,310.0,,,146.69494521032166,19.794980558501237,68.57546836337929,1.6603039943442912,4.347119123365147,1.057617532697066,0.10957935666313184,0
Treasure Island,2021,511,76,196,0.0,1858868.0,15.0,0.0,14.435478258265382,0.0,2829.0,4697.0,12298.0,2992.0,310.0,,,180.6291975963238,26.86461647225168,69.28243195475433,1.6603039943442912,4.347119123365147,1.057617532697066,0.10957935666313184,0
Treasure Island,2022,485,77,192,0.0,14178000.0,21.0,0.0,16.4672020253971,0.0,2829.0,4697.0,12298.0,2992.0,310.0,,,171.43867090844822,27.2180982679392,67.86850477200424,1.6603039943442912,4.347119123365147,1.057617532697066,0.10957935666313184,0
Treasure Island,2023,406,72,140,0.0,10410490.0,22.0,0.0,16.158324509608267,0.0,2829.0,4697.0,12298.0,2992.0,310.0,,,143.51360904913395,25.450689289501593,49.48745139625309,1.6603039943442912,4.347119123365147,1.057617532697066,0.10957935666313184,0
Twin Peaks,2018,594,29,366,3389.0,681252.0,2018.0,0.9886025768087215,13.431687560735098,1.6793855302279486,7861.0,21383.0,36592.0,256.0,8349.0,,,75.56290548276301,3.689098079124793,46.558961964126695,2.720137387100878,4.654878514183946,0.03256583131917059,1.062078615952169,0
Twin Peaks,2019,822,44,552,3391.0,731611.0,2018.0,0.9890981169474727,13.503004230924361,1.680376610505451,7861.0,21383.0,36592.0,256.0,8349.0,,,104.56684900139932,5.597252257982445,70.22007378196159,2.720137387100878,4.654878514183946,0.03256583131917059,1.062078615952169,0
Twin Peaks,2020,803,23,589,3391.0,771373.0,2020.0,0.9881188118811881,13.55592732284736,1.6787128712871286,7861.0,21383.0,36592.0,256.0,8349.0,,,102.14985370817962,2.9258364075817327,74.92685408981045,2.720137387100878,4.654878514183946,0.03256583131917059,1.062078615952169,0
Twin Peaks,2021,616,24,405,3392.0,807230.0,2020.0,0.9881188118811881,13.601363912841322,1.6792079207920791,7861.0,21383.0,36592.0,256.0,8349.0,,,78.36153161175423,3.0530466861722427,51.5201628291566,2.720137387100878,4.654878514183946,0.03256583131917059,1.062078615952169,0
Twin Peaks,2022,726,21,512,3390.0,848978.0,2022.0,0.9881305637982196,13.651788552119108,1.6765578635014837,7861.0,21383.0,36592.0,256.0,8349.0,,,92.35466225671034,2.6714158504007126,65.13166263834118,2.720137387100878,4.654878514183946,0.03256583131917059,1.062078615952169,0
Twin Peaks,2023,579,22,395,3390.0,894900.0,2021.0,0.9886194952993568,13.704467259170949,1.677387431964374,7861.0,21383.0,36592.0,256.0,8349.0,,,73.65475130390534,2.7986261289912227,50.2480600432515,2.720137387100878,4.654878514183946,0.03256583131917059,1.062078615952169,0
Visitacion Valley,2018,1582,268,586,3785.0,316046.0,3496.0,0.9616704805491991,12.663643051595074,1.0826659038901603,17068.0,1092.0,84093.0,8263.0,50509.0,,,92.68807124443403,15.701898289196155,34.33325521443637,0.06397937661120225,4.926939301617061,0.4841223341926412,2.9592805249589875,0
Visitacion Valley,2019,1327,192,495,3787.0,329830.0,3499.0,0.960845955987425,12.706332649191381,1.0823092312089169,17068.0,1092.0,84093.0,8263.0,50509.0,,,77.74783220060932,11.249121162409187,29.001640496836185,0.06397937661120225,4.926939301617061,0.4841223341926412,2.9592805249589875,0
Visitacion Valley,2020,1368,233,606,3787.0,343933.0,3500.0,0.9608571428571429,12.748202149944033,1.082,17068.0,1092.0,84093.0,8263.0,50509.0,,,80.14998828216545,13.651277243965314,35.505038668854,0.06397937661120225,4.926939301617061,0.4841223341926412,2.9592805249589875,0
Visitacion Valley,2021,1168,218,486,3787.0,354825.0,3500.0,0.9608571428571429,12.779379989167458,1.082,17068.0,1092.0,84093.0,8263.0,50509.0,,,68.43215373798922,12.772439653152096,28.474337942348253,0.06397937661120225,4.926939301617061,0.4841223341926412,2.9592805249589875,0
Visitacion Valley,2022,1223,171,578,3807.0,370502.0,3500.0,0.962,12.82261412181437,1.0877142857142856,17068.0,1092.0,84093.0,8263.0,50509.0,,,71.65455823763769,10.018748535270682,33.86454183266932,0.06397937661120225,4.926939301617061,0.4841223341926412,2.9592805249589875,0
Visitacion Valley,2023,1373,185,706,3957.0,389481.5,3488.0,0.9653096330275229,12.872571646374174,1.134461009174312,17068.0,1092.0,84093.0,8263.0,50509.0,,,80.44293414576987,10.838996953363019,41.36395594094212,0.06397937661120225,4.926939301617061,0.4841223341926412,2.9592805249589875,0
West Of Twin Peaks,2018,2739,177,1518,14287.0,576091.5,13470.0,0.9668893838158872,13.264021781228708,1.0606533036377135,36882.0,86594.0,186613.0,4294.0,66349.0,,,74.26386855376607,4.799088986497479,41.15828859606312,2.34786616777832,5.059731034108779,0.11642535654248685,1.7989534190119842,0
West Of Twin Peaks,2019,2772,146,1577,14360.0,611767.0,13470.0,0.9671121009651077,13.324106770048354,1.0660727542687454,36882.0,86594.0,186613.0,4294.0,66349.0,,,75.15861395802831,3.958570576432948,42.75798492489561,2.34786616777832,5.059731034108779,0.11642535654248685,1.7989534190119842,0
West Of Twin Peaks,2020,2350,119,1467,14356.0,648870.0,13469.0,0.9671839037790482,13.382987667455456,1.0658549261266612,36882.0,86594.0,186613.0,4294.0,66349.0,,,63.716718182311155,3.2265061547638414,39.77550024402147,2.34786616777832,5.059731034108779,0.11642535654248685,1.7989534190119842,0
West Of Twin Peaks,2021,2456,153,1508,14279.0,678157.0,13471.0,0.9674857100437978,13.427134103537691,1.0599806992799348,36882.0,86594.0,186613.0,4294.0,66349.0,,,66.59074887478987,4.148365056124939,40.88715362507456,2.34786616777832,5.059731034108779,0.11642535654248685,1.7989534190119842,0
West Of Twin Peaks,2022,2508,155,1567,14306.0,723169.0,13471.0,0.9677084106599362,13.491398222097123,1.06198500482518,36882.0,86594.0,186613.0,4294.0,66349.0,,,68.00065072393036,4.20259205032265,42.486849953907054,2.34786616777832,5.059731034108779,0.11642535654248685,1.7989534190119842,0
West Of Twin Peaks,2023,2690,158,1707,14309.0,780300.0,13429.0,0.9706605108347606,13.567433740104853,1.0655298235162707,36882.0,86594.0,186613.0,4294.0,66349.0,,,72.93530719592214,4.283932541619218,46.282739547746864,2.34786616777832,5.059731034108779,0.11642535654248685,1.7989534190119842,0
Western Addition,2018,4751,371,2808,10070.0,577306.0,4108.0,0.9459591041869523,13.266127734204785,2.4513145082765337,22066.0,42078.0,109907.0,17714.0,30346.0,93712.0515638208,11.44798207856653,215.30861959575816,16.813196773316413,127.25459983685309,1.9069156167860055,4.980830236563039,0.802773497688752,1.3752379225958489,0
Western Addition,2019,4951,372,2703,10060.0,605438.0,4118.0,0.9460903351141331,13.313707442017476,2.442933462846042,22066.0,42078.0,109907.0,17714.0,30346.0,102306.01969365426,11.535723793743736,224.372337532856,16.858515363001903,122.49614791987673,1.9069156167860055,4.980830236563039,0.802773497688752,1.3752379225958489,0
Western Addition,2020,3770,335,2014,10144.0,633445.0,4118.0,0.9463331714424478,13.358928455716232,2.463331714424478,22066.0,42078.0,109907.0,17714.0,30346.0,138751.73051847253,11.84044150373611,170.8510831142935,15.181727544638811,91.27163962657482,1.9069156167860055,4.980830236563039,0.802773497688752,1.3752379225958489,0
Western Addition,2021,3816,376,2054,9741.0,643868.0,4120.0,0.9463592233009709,13.375249015133386,2.3643203883495145,22066.0,42078.0,109907.0,17714.0,30346.0,138438.88316044796,11.838184230398392,172.93573823982598,17.03978972174386,93.08438321399439,1.9069156167860055,4.980830236563039,0.802773497688752,1.3752379225958489,0
Western Addition,2022,4578,452,2570,8738.0,673026.0,4129.0,0.9491402276580285,13.419539240867257,2.1162509082102203,22066.0,42078.0,109907.0,17714.0,30346.0,153146.81984347917,11.939152347066411,207.46850358016857,20.48400253784102,116.4687754917067,1.9069156167860055,4.980830236563039,0.802773497688752,1.3752379225958489,0
Western Addition,2023,4526,451,2313,8548.0,693774.0,4127.0,0.9500848073661255,13.449901538038997,2.0712381875454327,22066.0,42078.0,109907.0,17714.0,30346.0,122721.79168972003,11.717675216312955,205.11193691652315,20.438683948155532,104.82189794253603,1.9069156167860055,4.980830236563039,0.802773497688752,1.3752379225958489,0
